comentario;titulo;etiqueta
Sirve para ir por rectas pero si coges una curva del circuito se sale el 100%de las veces por lo que lo tienes que poner con las manos. Esto hace que te aburras. No lo recomiendo.;No ha cumplido mi objetivo;negativo
Buen producto. El imán es potente, era muy engorroso recoger alfileres pero ahora con esto no tardo nada. Muy comodo;Buen imán;positivo
Nunca llegó...tenemos que acercarnos a la oficina de correos para recogerlo tras dos días llamando al teléfono de contacto que nos facilitaron( por el cual nos han cobrado 15€ en llamadas) y recogerlo nosotros mismos allí..porque el nefasto servicio de correos no ha aparecido, ni han llamado como hacen otras compañías y tampoco nos ha dejado ni siquiera un papel donde informarnos de donde poder recojerlo...lo compramos porque nos aseguraban que el producto llegaba el jueves 2 para un cumpleaños y dos días después nada de nada...;Nunca me había pasado comprando en Amazon...;negativo
Por ahora es la primera vez que la utilizo y no puedo decir mas pero de textura muy buena y olor perfecto;Tuti;positivo
reparto muy rapido y el producto genial las especificaciones son las mismas que ponen en las características lo recomiendo su compra;israel;positivo
Fue abrirlo para poner el teléfono y se desarmó en el acto, una pieza voló por los aires y ahora ya no sirve. Muy plasticoso y frágil. No recomiendo.;Inútil;negativo
En general es lo esperado;Cumple las expectativas;neutro
No voy a decir que cumplen con lo solicitado, dado que son un regalo por otro pedido. El acabado es muy bueno. De necesitarlo lo RECOMENDARIA.;LIGEROS Y BUEN ACABADO;neutro
Nunca llegó. Una pena. He perdido unos 20 euros por los dos mandos. Espero que me devuelvan el importe al menos.;Nunca llegó...;negativo
Congelador perfecto. Plásticos de gran calidad. Distribucion muy útil.;Buena capacidad y buen precio.;positivo
Funciona a la perfeccion, ilumina mucho, mas de lo que pensaba. Puedes poner diferentes programas y en uno de ellos cuando pasa lo detecta encendiendose automaticamente y apagandose al cabo de varios segundos (no sabria precisar cuanto);Luces solares;negativo
Mi hijo está encantado;Buen producto;positivo
A los dos días al cierre se le sale el muelle y no cierra. Hay que hacerle un nudo.;No dura el cierre.;negativo
son blanditas y están bien. Pero no llevan adesivo ,lo que tengo que comprar uno para colocarlas.;no llevan adesivo;negativo
La botella parece de calidad pero tiene un gran problema y es que pierde agua entre tapon y la botella. La he devuelto.;Pierde agua;negativo
Estoy acostumbrado al calzado de marca blanca y de suela muy plana. A mí ya me estaba bien pero me recomendaron estas zapatillas para estar muchas horas de pie y la verdad es que no tengo palabras, me las esperaba cómodas pero no tanto. La zapatilla es la que se ha adaptado a la forma de mi pie y no al revés, y además estéticamente me gustan bastante. Ninguna queja.;Espectaculares;negativo
Fue un regalo y a los 10 días de uso empezaron a salirse las anillas de las asas... además de deshilacharse el borde por una zona. Y para colmo no lo puedo devolver por un par de días... Decepcionante....;No lo volvería a comprar;negativo
Adaptador no válido. No reconoce ni el iPhone ni iPad. Lo compré para proyectar desde el móvil o iPad y no lo reconoce. Mal artículo, no sé si será el mio porque no entiendo tantos comentarios buenos y por eso me decidí a comprarlo y no lo reconoce, mas aún que lo he probado en más de uno.;Adaptador HDMI para Iphone y iPad;negativo
Su calidad y fácil colocacion;Muy buen cristal;positivo
La colchoneta no está mal es bastante cómoda , no se incha sola pero ni un cuarto de su capacidad y las medidas no son reales no llega al 1,70 metros de largo, hay más mentiras que otra cosa en la descripcion;Ni se incha ni da las medidas;negativo
Preciso en las medidas.;Me sirvió.Es lo que buscaba;neutro
Me ha gustado mucho la calidad del producto y que era muy fácil de montar encima te traían con que lo tienes que montar. Queda igual que en la foto;Lo bien que queda;positivo
Estupenda relación calidad precio, estéticamente chula;Bonita y práctica;positivo
Quiero realizar la devolución... El articulo en sí produce mucho ruido;Devolución;negativo
Lo tengo ya desde hace unos meses y sigue funcionando bien, obviamente no tiene el tacto de calidad que uno de Xbox original, pero en el PC va perfecto, no he tenido ningún problema y no ha fallado nada.;Buena calidad-precio;negativo
El dibujo es de mala calidad, y no se ajusta a la manzana. (se supone que la gracia de la funda es esa). Luego, los botones de el volumen y de el bloqueo están muy duros, cuesta darles. Muy cara para lo que es.;decepcionante;negativo
Ya lo conocía. sabía que no me iba a defraudar.;Lo esperado.;negativo
PRODUCTO DE SEGUNDA MANO Y AVERIADO.;ATTENTION;negativo
Artículo de poca calidad se desmonta con mucha facilidad y con apenas darle uso no se lo recomiendo a nadie muy malo;Articulo de mala calidad;negativo
Le queda más bien grande, lo ajusta demasiado;Funda Samsung 10e;neutro
Como todo últimamente ha llegado con retraso. Además no corta como debería;Tarde y de dudosa calidad;negativo
Horrible, no pega bien, se pierde el táctil, no sirve. Y la mayoría de los comentarios positivos son falsos, por eso confié;Pésimo;negativo
Bastante buenas, solo he tenido problemas con una que se fundio en menos de un mes.;bien;negativo
Bien, cumple su función y le estoy dando uso;Bien;neutro
Buena presentación, en caja dura y clasificados.;Calidad precio, correcto;positivo
No puedo dar opinión sobre si es efectivo o no pero de lo que si puedo dar opinión es sobre el sabor, nada mas abrir el paquete se nota el olor a pescado pasado, pensaba que después de echárselo a algún liquido mejoraría su sabor pero es peor aun, se huele desde el otro lado de la cocina, me recuerda al liquido que cae de la basura cuando se te olvida sacarla una semana entera. Quizás es que yo soy demasiado sensible a los sabores pero creo que a quien le guste el sabor a basura le encantará.;Sabor horrible!;negativo
Todo llegó bien, pero las instrucciones estan en chino e inglés y no son muy claras, se pueden conseguir en español.;Elena;negativo
Buen producto por el precio que tiene, es tal como se muestra en la foto, el pelo muy bonito, suave y no muy brillante no se ve mucho de carnaval. Hice el pedido y en un par de dias lo tenia en el punto de recogida.;Buena calidad por el precio que tiene y servicio muy rapido;positivo
Me encanta este detergente, a parte de que lava perfecto también deja un olor en la ropa que dura durante días. Un gran detergente a un precio muy competitivo.;Gran limpieza;positivo
Todo muy bien pero a poco tiempo la batería dura 5 minutos;Bateria;negativo
La correa se ha puesto amarilla y hay que cambiarla.;Correa mala.;negativo
La calidad de construcción es excelente y el sonido aun mejor, por este precio suena de lujo, sobre todo para música electrónica ya que los bajos se comportan excelentemente, aunque para otro tipo de música siguen siendo igual de buenos. Recomiendo mucho estos auriculares si quieres algo barato y de calidad!;Suenan increíble;positivo
Envio rápido, perfecto tal y como se describe.;Perfecto;positivo
Tuve que ir a buscarlo en persona. Tourline express no entrega por la tardes en la ciudad en la que vivo;No entregan a domicilio;negativo
Soy el único al que le parece enano? Si casi ni se ven las huellas... Las fotos engañan mucho, es raro...;Muy pequeño;negativo
Así me llegó La caja rota y los datos de mi pedido pegados a la caja.era un regalo y tuvimos que darlo así;Caja rota;negativo
Ha cumplido mis expectativas. Funcionan bien a pesar de no ser originales. Acabo de empezar a usarlos por lo que no se aún cuanto durará;Funcionan bien;negativo
Uno bien, pero el otro viene como atrancado y me sale un caudal de agua flojisimo.;Regular;negativo
Sensación constante de que se va ha caer el móvil;Incómodo;positivo
Muy pequeñas. Pero lo peor SOLO HAN LLEGADO 100;Fraude;negativo
La plastilina tiene muy buena oferta pero hay tres opciones de colores y no solo no me han mandado la que he pedido sino que han mandado una que ni esta en las opciones No la he devuelto porque la niña queria jugar Pero no era lo que yo habia comprado;Otros colores;negativo
Viene mal embalado, en una simple bolsa de plástico sin ninguna protección. El mío vino roto. Es de un plástico malo. Mala compra.;No lo compréis;negativo
Lo uso en el coche y muchas veces da fallos hay que estar conectando y desconectandolo para que lo pille.;A veces me falla;negativo
Me encanta esta marca, tengo el cutis como nunca. Uso esta crema de noche y dia y estoy notando que esas pequeñas marcas del sol se me están quitando. Os recomiendo este producto se absorbe enseguida y es genial como te protege del maquillaje. Un imprescindible para todas nosotras.;Almudena;positivo
Muy buen producto, por una parte contento porque me llego de un día para otros ninguno rotos como he leído, pero no estoy contento con el producto y el vendedor no me viene la cantidad que dice que viene por lo tanto le pongo un 2 de reseña menos el mío no llegaba ni a la mitad,;Producto no validado;negativo
Lo único que no me convence es un botón de plástico que parece algo endeble, el resto perfecto.;Cualquier enchufe del mundo en un pequeño espacio;negativo
no se puede jugar mucho tiempo con ella ya que no para de atascarse y encima destroza las balas, hay que darle grasa para que funcione mejor . Aun asi es divertida y mas grande de lo que posiblemente te piensas ,tambien tiene un cargador demasiado pequeño NO LA RECOMIENDO DEMASIADO;Se atasca demasiado;negativo
indispensable para nivelar la cama caliente. el unico defecto es que tiene muy poco alcance, menos de 2mm en mi caso.;indispensable para nivelar la cama caliente.;negativo
Son similares al original, pero la calidad es muy muy mala. En una semana la correa de plastico de lanzar está rota y el otro lanzador con el cable atascado.;Mala calidad. No dura nada.;negativo
En mi caso, la aplicación la he comprado para un iphone 5. Conexión rápida y fácil manejo. Buen sonido, sin más.;Buena luz y buen sonido;positivo
Lo compré al ver el buen precio que tenía, pero no sabéis lo que me arrepiento. Hubiera preferido pagar un poco más y que fuera de calidad. La protección amarilla que lleva, al pasar la espátula para quitar burbujas, Lo que hace es generar más burbujas. He tenido que gastar los 3 protectores y aún así siguen quedando burbujas. Al día siguiente también me di cuenta que el protector estaba super rayado, CON APENAS 2 DÍAS DE USO... No volveré a comprar esta basura nunca más!!!!;Mala calidad!!!;negativo
El artículo llegó en perfectas condiciones, aunque varios días después de lo que yo esperaba, ya que el repartidor se lo entregó a un vecino, según me dijo este vecino el repartidor había venido varias veces a mi domicilio. Sigo sin entender por qué la empresa repartidora no se pone en contacto conmigo o me deja cualquier tipo de notificación en mi domicilio para ir yo misma a recoger el pedido en sus instalaciones. Me ha pasado esto mismo con otros pedidos, incluso ha sido devuelto el pedido sin dejar ni una notificación en casa para poder saber, al menos, quien es la empresa repartidora. Debido a la mala gestión de la empresa repartidora en repetidas ocasiones, no creo que vuelva a hacer mas pedidos a través de Amazon.;En perfectas condiciones;negativo
